Id,Neg,Pos,Review
191,,環境	交通	餐廳,"早餐 n
不錯 x
, x
衛生間 x
不錯 x
. x
房間 x
還 d
算 v
大 a
的 uj
, x
位置 v
嗎 y
離 v
雨花台 n
22 m
元 m
出租車費 x
. x"
192,服務,,"朋友 n
來蘇 x
州 n
， x
想想 v
就 d
推薦 x
御庭 n
吧 y
， x
誰 r
讓 v
這裡 r
離 v
的 uj
近 a
呢 y
。 x
到 v
了 ul
門口 x
才 d
想 v
起來 x
， x
還 d
沒 v
預定 x
， x
立即 d
撥打 x
4008206666 m
， x
通 v
了 ul
， x
車 n
也 d
到 v
了 ul
門口 x
， x
門衛 x
問 zg
： x
有沒有 x
預定 x
， x
回答 v
： x
正在 t
預定 x
， x
請 zg
抬起 v
欄杆 x
， x
我們 x
到 v
前台 n
。 x
門衛 x
： x
不 d
可以 c
問 zg
： x
為 zg
什麼 x
？ x
門衛 x
： x
沒有 x
預定 x
不能 v
進問 v
： x
我們 x
可以 c
到 v
前台 n
直接 ad
預定 x
門衛 x
： x
不 d
可以 c
， x
已經 x
沒 zg
房間 x
了 ul
問 n
： x
你 r
怎麼 x
知道 v
？ x
我們 x
正在 t
聯繫 x
前台 n
， x
而且 c
你 r
大哥 n
電話 x
問 zg
一下 m
， x
或 c
讓 v
我們 x
進去 x
直接 ad
問 zg
一下 m
， x
如果 c
沒有 x
房 n
我們 x
轉身 x
就 d
走 v
， x
你 r
又 d
沒有 x
什麼 x
損失 x
。 x
門衛 x
： x
就是 d
不 d
可以 c
， x
沒 zg
房間 x
， x
而且 c
有 v
規定 x
沒有 x
預定 x
不能 v
進 zg
。 x
問 zg
： x
那 r
我 r
現在 x
和 c
你 r
說 v
有 v
預定 x
， x
是不是 l
就 d
可以 c
進去 x
了 ul
？ x
...... m
但是 c
任憑 x
我們 x
如何 r
解釋 x
都 d
沒有 x
辦法 x
挪動 x
一步 m
， x
這時 x
後面 x
來 v
了 ul
車 n
要 v
進入 x
酒店 n
， x
由於 x
我 r
的 uj
車 n
被 p
攔住 x
， x
結果 x
誰 r
都 d
沒法 x
進去 x
。 x
此時 x
攜程 x
的 uj
電話 x
已經 x
回 v
復 zg
， x
房間 x
已經 x
訂好 x
， x
可以 c
立即 d
入住 v
。 x
他 r
也 d
接到 v
前台 n
的 uj
通知 v
， x
於是 x
抬 v
桿放車 n
， x
但是 c
居然 d
連 zg
道歉 v
的話 x
也 d
沒有 x
， x
並且 x
絲毫 x
不 d
覺得 x
自己 r
做 v
的 uj
不 d
對 p
。 x
這時 x
我心 n
裡 f
的 uj
火 n
已經 x
燒到 v
頭頂 x
， x
實在 x
是 v
無法 x
抑制 v
， x
所以 c
也 d
就是 d
大聲 x
喝斥 v
了 ul
他 r
幾句 x
「 x
你 r
憑 p
什麼 x
說 zg
沒有 x
房間 x
？ x
」 x
還好 x
朋友 n
並 zg
不在意 i
。 x
不過 x
對於 x
這樣 x
的 uj
管理 vn
， x
這樣 x
的 uj
服務態度 x
實在 x
是 v
讓 v
人 n
氣憤 x
。 x
門衛 x
如果 c
給 zg
酒店 n
前台 n
打 v
個 q
電話 x
其實 x
很 zg
容易 a
知道 v
是否 v
有 v
房 n
， x
而 c
這樣 x
做 v
對 p
酒店 n
本身 r
也 d
沒有 x
任何 r
好處 x
， x
明明 t
有 v
房 n
就是 d
不賣 v
， x
難道 x
酒店 n
這麼 x
財大氣粗 x
， x
店大欺客 vn
？ x
賓館 x
反饋 x
2008 m
年 m
8 m
月 m
14 m
日 m
： x
感謝您 x
選擇 x
併入 x
住 v
蘇州 x
御庭 n
酒店 n
公寓 n
, x
您提 l
的 uj
寶貴意見 x
, x
我們 x
酒店 n
引起 v
了 ul
高度重視 x
, x
將 zg
不斷 x
努力 ad
積極 x
的 uj
改進 x
, x
能 v
為 p
所有 b
客人 n
創造 x
一個 x
美好 a
、 x
溫馨 x
、 x
舒適 x
的 uj
居住 v
環境 x
, x
衷心感謝 x
您 r
對 p
我們 x
酒店 n
的 uj
支持 v
. x"
193,服務,交通,"酒店 n
位置 v
在 p
交通 n
十字路口 l
， x
服務員 x
一問三不知 x
！ x
該 x
酒店 n
原名 n
叫 v
什麼 x
華夏 x
酒店 n
， x
估計 x
為了 p
吸引 v
顧客 x
， x
起 v
了 ul
個洋 n
名成 v
了 ul
「 x
雷 n
夢得 x
。 x
。 x
。 x
。 x
。 x
」 x
， x
不必 d
住 v
此 r
店 n
了 ul
！ x"
194,環境,,"我 r
主在 b
709 m
房間 x
， x
該 x
房間 x
空調 x
聲音 x
巨大 a
( x
門外 x
都 d
可以 c
聽到 x
) x
， x
浴缸 n
沒有 x
防滑墊 x
， x
浴缸 n
水龍頭 x
把手 v
輕輕 x
一 m
碰 v
便 d
會 v
整個 x
脫落 x
， x
房間 x
沒有 x
燈光 x
總 zg
控制 v
。 x
電話 x
竟然 d
是 v
壞 a
的 uj
， x
沒有 x
聲音 x
。 x
飯店 x
入口 ns
很 d
難 a
找 v
， x
前台 n
不但 c
小 a
， x
而且 c
一片 m
混亂 x
。 x"
195,,環境	服務,"房間 x
還是 x
比較 x
舒適 x
的 uj
, x
酒店 n
服務 x
良好 a
, x
大廳 x
明亮 a
整潔 x"
199,環境,,"風格 x
就是 d
快捷酒店 n
， x
不過 x
服務 x
和 c
得到 v
的 uj
優秀 x
酒店 n
稱號 x
相差 v
好 a
遠 a
， x
我 r
住 v
的 uj
是 v
商務 x
大床 nz
房 n
， x
是 v
最靠 a
走廊 n
盡頭 x
的 uj
單人間 x
， x
房間 x
異味 x
很濃 x
， x
灰色 n
的 uj
沙發 x
很髒 x
， x
有 v
好幾個 x
破洞 n
， x
房內 x
的 uj
網線 x
是 v
鐵通 x
的 uj
， x
但 c
「 x
鐵定 x
不通 a
」 x
周圍 x
沒有 x
商店 n
， x
以後 x
不會 x
再 d
住 v
了 ul
。 x"
200,,環境,"免費 x
接機 x
用 p
的 uj
轎車 x
。 x
寬帶 x
上網 x
只是 c
一個 x
擺設 x
， x
根本 a
不能 v
上網 x
， x
叫 v
了 ul
幾次 x
前台 n
也 d
沒有 x
解決 x
， x
最後 x
只能 v
用 p
電話線 x
撥號 x
。 x
我 r
住 v
的 uj
客房 n
面對 x
公路 n
， x
隔音 n
效果 n
不好 d
， x
早上 t
卡車 x
經過 x
很 d
吵 v
。 x
晚上 t
有 v
小姐 nr
騷擾電話 x
。 x
對面 x
有 v
韓國 x
旅行團 x
入住 v
， x
小姐 nr
進出 x
頻繁 x
。 x
聽 x
朋友 n
說 v
那裡 r
的 uj
小姐 nr
比較 x
宰客 nr
， x
談 v
好 a
的 uj
價錢 x
只是 c
台費 n
， x
最後 x
還 d
會 v
另收 v
天價 x
小費 x
， x
不 d
給 p
的話 x
， x
會 v
有 v
雞頭 x
進來 x
跟 p
你 r
談 v
， x
挺 d
恐怖 a
的 uj
， x
最好 a
不要 df
嘗試 x
。 x"
201,環境	服務	餐廳,,"之前 f
還 x
可以 c
, x
這次 x
去 v
, x
房間 x
地毯 n
都 d
是 v
黑 a
的 uj
, x
很 d
贓 ng
, x
自助餐 v
有夠 v
難吃 x
, x
服務員 x
比 p
經理 x
人數 x
還 d
少 a
, x
整個 x
酒店 n
好像 v
有點 x
要 v
關門大吉 x
的 uj
感覺 x
. x"
203,環境	交通	餐廳,,"這個 x
旅館 x
沒有 x
餐廳 x
， x
服務員 x
讓 x
我們 x
到 v
他們 x
的 uj
4 m
公里 q
外 f
的 uj
天天 t
福 ns
飯店 x
吃飯 x
， x
結果 x
我們 x
被 p
宰 v
了 ul
耶 nr
。 x
再 d
去 v
入住 v
者 k
千萬別 x
受騙上當 x
啊 zg
。 x
補充 x
點評 x
2007 m
年 m
11 m
月 m
24 m
日 m
： x
這個 x
小 a
旅館 x
非常 d
差 a
呀 y
， x
你們 x
千萬 x
不要 df
再 d
去 v
入住 v
這個 x
酒店 n
啊 zg
， x
雖然 x
很遠 x
就 d
能 v
看見 x
了 ul
在 p
房子 n
上 f
的 uj
招牌 v
， x
但 c
到 v
了 ul
房前 s
轉 v
了 ul
3 m
圈 q
也 d
找 v
不到 v
進入 x
的 uj
小門 x
， x
還 d
被 p
警察 v
以 p
違反 x
交通 n
處罰 x
了 ul
。 x
好容易 l
到 v
了 ul
房子 n
前 f
， x
一 m
看 v
是 v
一片 m
亂地 z
， x
到處 x
是 v
建築 x
垃圾 n
， x
車 zg
無法 x
進入 x
， x
無處 x
停放 v
轎車 x
。 x
這個 x
旅館 x
沒有 x
餐廳 x
， x
出去 v
走 v
了 ul
1000 m
米 m
也 d
不能 v
找到 v
吃飯 x
的 uj
地方 n
， x
到處 x
是 v
大 a
商場 x
和 c
購物 x
商店 n
。 x
房間內 x
的 uj
設施 x
陳舊 x
的 uj
很 d
耶 nr
， x
白色 n
的 uj
毛巾 nr
已 d
經變 x
了 ul
黃色 x
也 d
不 d
更換 x
， x
毛巾 nr
的 uj
四周 m
都 d
是 v
線 n
了 ul
， x
甚至 d
還 d
破 v
了 ul
幾個 x
洞 n
仍 d
在 p
給 p
我們 x
擦 v
臉 n
耶 nr
， x
一 m
想 v
就 d
噁心 x
死 v
了 ul
。 x
攜程 x
怎麼 x
還 d
能 v
將 d
這種 x
民工 n
都 d
不 d
去 v
住 v
的 uj
小 n
旅館 x
給 zg
我們 x
推薦 x
， x
太 d
不負責任 x
了 ul
吧 y
。 x
趕快 x
從 zg
定房 n
目錄 x
中 f
刪除 x
掉 zg
。 x"
204,,環境	服務	餐廳,"房間 x
很 zg
乾淨 x
！ x
早餐 n
很 zg
豐盛 x
！ x
門童 x
很 d
好 a
！ x
已經 x
是 v
第二次 m
訂 v
那 r
了 ul
。 x
以後 x
還 d
會 v
住 v
。 x"
206,價格,環境	交通,"1. m
交通 n
方便 a
， x
靠近 v
地鐵站 x
； x
2. m
安靜 x
、 x
乾淨 x
、 x
舒適 x
； x
3. m
價格 x
偏貴 a
（ x
房價 x
、 x
餐飲 x
、 x
上網 x
） x
。 x"
207,環境,餐廳	交通	服務,"飯店 x
地理位置 n
是 v
非常適合 x
夏天 t
度假 v
的 uj
地方 n
, x
硬件 n
設施 x
差 a
於 nr
5 m
星 n
, x
服務 x
達標 x
, x
早餐 n
自助餐 v
比較簡單 x
, x
打 v
的 uj
比較 x
困難 x
. x"
209,餐廳	環境,服務	交通,"飯店 x
地理位置 n
是 v
非常適合 x
夏天 t
度假 v
的 uj
地方 n
, x
硬件 n
設施 x
差 a
於 nr
5 m
星 n
, x
服務 x
達標 x
, x
早餐 n
自助餐 v
比較簡單 x
, x
打 v
的 uj
比較 x
困難 x
. x"
210,環境,服務,"我 r
住 v
的 uj
豪華 x
房 n
, x
被子 n
太 d
厚 a
, x
晚上 t
睡覺 x
超熱 v
, x
前台 n
小姐 nr
服務態度 x
一般 a
, x
沒 zg
見到 x
笑臉 x
. x
賓館 x
服務 x
較 d
好 a
. m"
211,環境	服務,,"房間 x
太 d
髒 yg
, x
竟然 d
沒有 x
熱水 x
, x
本樓 n
服務員 x
說 zg
鍋爐 x
壞 a
了 ul
修理 v
不了 v
, x
. m
我 r
要求 v
換房 x
間 zg
, x
既然 c
回答 v
說 zg
全部 n
三個 x
樓 n
都 d
沒有 x
熱水 x
, x
明顯 x
騙人 x
! x
還 d
說 v
沒有 x
空房間 x
了 ul
. m
我 r
說 v
那 r
我 r
搬走 v
不住 v
了 ul
, x
明確 x
告訴 x
那 r
兩個 x
自作 vn
聰 a
? x"
212,餐廳,服務,"訂 v
的 uj
商務 x
大床 nz
房 n
， x
整體 x
還 x
可以 c
， x
裡面 f
設施 x
雖 x
簡單 x
但 c
比較 x
人性化 n
； x
酒店 n
服務 x
人員 x
態度 x
很 d
好 a
， x
很 zg
熱情 x
， x
就是 d
早餐 n
不是 c
很 zg
好吃 v
的 uj
。 x"
214,環境,,"這 zg
酒店 n
太爛 x
了 ul
， x
左 m
、 x
右 f
及 c
後邊 x
是 v
3 m
個 m
大型 b
的 uj
娛樂場所 x
， x
吵鬧聲 x
一直 d
到 v
凌晨 t
3 m
點 m
多 m
， x
酒店 n
隔音 n
很 d
差 a
。 x
房間 x
裝修 x
很俗 a
， x
中央空調 x
聲音 x
很 d
響 v
。 x
賓館 x
反饋 x
2008 m
年 m
7 m
月 m
15 m
日 m
： x
尊貴 x
的 uj
客人 n
， x
謝謝您 x
對 p
本 r
酒店 n
提出 v
寶貴 x
的 uj
意見 x
。 x
我們 x
非常 d
地 uv
抱歉 v
在 p
您 r
入住 v
本 r
酒店 n
期間 x
給 p
您 r
帶來 x
的 uj
不便 c
, x
對於 x
您 zg
提出 v
空調 x
響 v
的 uj
問題 x
, x
我們 x
酒店 n
管理層 x
非常重視 x
, x
馬上 x
找 v
專業 x
人員 x
改善 v
空調 x
的 uj
問題 x
， x
今後 x
我們 x
將 zg
不斷改進 x
我們 x
的 uj
不足 a
, x
為 p
您 r
及 c
所有 b
賓客 x
提供 v
更 d
優質服務 x
, x
再次 d
感謝您 x
, x
並 zg
期待 v
您 r
的 uj
下次 t
光臨 x
, x
謝謝 x
! x"
215,環境	價格,,"是 v
拿 v
原來 x
一棟 x
老樓 n
改建 v
的 uj
， x
裝修 x
很 d
新 a
， x
但 c
房間內 x
地面 n
沒有 x
地毯 n
， x
感覺 x
冷冰冰 nr
。 x
隔牆 x
隔音 n
很 d
差 a
， x
晚上 t
被 p
隔壁 s
做愛 x
的 uj
聲音 x
吵得 v
沒法 x
睡 v
。 x
電視頻道 x
太 d
少 a
， x
只有 c
5 m
個 m
。 x
網絡帶寬 x
太小 n
， x
只能 v
收發 x
電郵 x
， x
下載 x
東西 x
簡直 x
是 v
做夢 x
。 x
價格 x
還 x
算 v
便宜 a
。 x"
216,環境,餐廳	服務,"酒店 n
的 uj
服務員 x
服務 x
很 zg
規範 x
, x
早餐 n
品種 x
豐富 x
。 x
緊挨 x
路邊 x
， x
周邊環境 x
有點 x
吵 v
， x
很 zg
早就 d
有 v
大卡車 x
鳴笛 x
。 x
可能 v
是 v
住 v
得 ud
太 d
高 a
的 uj
緣故 x
( x
住 v
頂樓 x
6 m
樓 n
) x
, x
晚上 t
洗澡 v
洗 v
到 v
一半 m
沒有 x
熱水 x
了 ul
, x
過 ug
了 ul
約 d
1 m
分鐘 x
才 d
慢慢來 x
水 n
. m
這 r
在 p
冬天 t
是 v
較 d
難忍 x
受 v
的 uj
. m"
217,環境	交通,,"酒店 n
位置 v
較差 x
， x
交通 n
極其 x
不便 c
。 x
房間 x
較 d
小 a
， x
頂多 x
三星級 x
標準 x
， x
周邊環境 x
較差 x
。 x
我 r
是 v
住 v
上 f
後 nr
， x
感覺 x
不太好 v
， x
在 p
下午 t
6 m
點 m
前 f
退房 v
， x
結果 x
要 v
收 v
全價 x
， x
真令人 n
失望 v
。 x"
218,,交通,"這次 x
去 v
是 v
在 p
香港 ns
掛 zg
黑色 n
暴雨 n
警報 x
那天 r
， x
本 r
想 v
取消 v
的 uj
， x
但是 c
之前 f
給 zg
攜程 x
打電話 x
想 v
取消 v
， x
攜程 x
和 c
酒店 n
溝通 x
後 nr
說 v
是 v
不 d
可以 c
， x
只好 d
冒雨 v
前去 t
。 x
結果 x
去 v
了 ul
才 d
知道 v
， x
原來 x
我們 x
活動 x
的 uj
區域 x
沒雨 v
。 x
去時 t
跟 p
酒店 n
前台 n
說 v
要 v
層數 x
高 a
的 uj
， x
結果 x
安排 v
了 ul
27 m
樓 n
， x
很 zg
擔心 x
是 v
民居 n
中間 x
， x
結果 x
很 zg
滿意 x
， x
可以 c
看到 v
很遠 x
的 uj
地方 n
， x
是 v
個 q
行政 n
套房 n
。 x
衛生間 x
真的 d
是 v
沒 d
讓 v
我 r
出乎意料 l
的 uj
小 n
， x
但是 c
乾淨 x
整潔 x
。 x
交通 n
相當 x
方便 a
， x
離 zg
地鐵站 x
很 d
近 a
， x
關鍵 x
要 v
摸清 v
小路 n
的 uj
走法 n
。 x
對 x
酒店 n
整體 x
感覺 x
滿意 x
， x
下次 t
去 v
還 d
會 v
考慮 x
再次 d
入住 v
。 x
但是 c
在 p
後面 x
的 uj
確認 x
階段 x
攜程 x
的 uj
效率 n
太 d
低下 v
， x
從 zg
定單 x
狀態 x
錯誤 x
投訴 x
到 v
最終 x
確認 x
， x
已經 x
過去 x
了 ul
2 m
個 m
星期 t
。 x"
219,環境	交通,,"我 r
在 p
國慶 x
前住 v
了 ul
6 m
樓 n
的 uj
一間 x
朝街 ns
的 uj
房間 x
， x
特別 x
吵 v
。 x
晚上 t
很晚 d
的 uj
時候 x
， x
外面 f
還是 x
大卡車 x
開來開去 x
。 x
早上 t
天 q
還 d
沒亮 x
， x
就是 d
卡車 x
的 uj
聲音 x
。 x
也許 x
不 d
朝 p
街 n
的 uj
房間 x
會 v
好 a
點 q
。 x
還有 x
就是 d
衛生間 x
特別 x
小 a
， x
小 a
得 ud
只能 v
容 a
一個 x
人 n
轉身 x
。 x
酒店 n
不 d
提供 v
一次性 d
的 uj
香皂 n
， x
我 r
是 v
跟 p
他們 x
要 v
才 d
給 p
的 uj
， x
還好 x
， x
免費 x
。 x
衛生狀況 x
一般 a
， x
將 d
就 d
吧 y
。 x"
220,環境,,"房間 x
設施 x
陳舊 x
， x
氣味 x
太重 n
， x
床單 n
上 f
有 v
黃色 x
斑點 x
。 x
免費 x
註冊 x
網站 x
導航 x
賓館 x
索引 nr
服務 x
說明 x
關於 x
攜程 x
誠聘 x
英才 nr
代理 n
合作 vn
廣告業務 x
聯繫 x
我們 x
Copyright eng
? x
1999 m
- x
2008 m
, x
ctrip eng
. m
com eng
. m
allrightsreserved eng
. m"
222,環境,服務,"真 d
不可 v
思意 n
， x
一周 m
後 nr
再次 d
入住 v
該 x
酒店 n
還是 x
給 p
我 r
上次 t
入住 v
的 uj
1017 m
房 j
（ x
單人間 x
） x
， x
因 p
房間 x
靠近 v
酒店 n
內部 x
的 uj
風道 x
控制系統 x
， x
噪聲 x
實在太 x
大 a
， x
第二天 m
在 p
強烈要求 x
更換 x
房間 x
， x
酒店 n
答應 x
了 ul
我 r
的 uj
要求 v
， x
當晚 x
才 d
得以 v
安睡 v
。 x"
223,,交通,"地理位置 n
很 zg
方便 a
, x
就是 d
緊挨 x
著 n
火車站 x
, x
有點 x
鬧心 x
. x
房間 x
的 uj
配置 v
還 d
看 v
的 uj
過去 x
, x
比 p
四星 nz
差點 x
, x
比 p
三星 nz
強點 x
. x
亮點 x
是 v
衛生間 x
有 v
可以 c
直接 ad
飲用 x
的 uj
水龍頭 x
. x"
224,環境	服務,,"服務 x
太 d
不好 d
了 ul
， x
晚上 t
房間 x
的 uj
蚊子 n
太 d
多 m
了 ul
， x
人性 n
的 uj
關懷 x
不好 d"
226,環境	交通,,"酒店 n
房間 x
小 a
， x
設施 x
陳舊 x
， x
酒店 n
靠 v
馬路 x
， x
窗戶 x
很 d
不 d
隔音 n
， x
影響 x
休息 v"
228,,餐廳	服務,"在 p
洛陽 x
的 uj
酒店 n
中 f
還是 x
不錯 x
的 uj
, x
餐廳 x
也 d
可以 c
, x
服務 x
也 d
不錯 x
. x"
229,環境	服務	交通	餐廳,,"請 v
協成 v
不要 df
再 d
介紹 x
是 v
准 v
四星 nz
未 d
掛牌 x
的 uj
該 r
酒店 n
， x
最好 a
不要 df
再 d
與 p
這家 x
酒店 n
合作 vn
， x
有損 x
你們 x
公司 n
聲譽 x
。 x
還 x
不如 c
好 a
的 uj
招待所 n
， x
只有 c
表面 n
功夫 n
， x
位置 v
很 d
吵 v
， x
旁邊 x
就是 d
公路 n
， x
服務 x
很 d
差 a
， x
整個 x
酒店 n
很髒 x
， x
床單 n
， x
枕套 n
， x
地毯 n
。 x
。 x
。 x
只能 v
和衣而睡 l
， x
半夜 m
空調 x
變暖 x
氣 zg
， x
熱 a
死 v
你 r
， x
浴室 n
髒 x
， x
不敢 d
洗澡 v
。 x
早餐 n
無法 x
吃 v
， x
餐具 n
髒 x
， x
食物 n
差 a
。 x
在 p
酒店 n
的 uj
一家 m
旅行社 n
也 d
很 d
不 d
正規 x
。 x
第二天 m
立刻 d
走 v
人 n
， x
心情 n
差 a
。 x
補充 x
點評 x
2007 m
年 m
10 m
月 m
8 m
日 m
： x
當然 x
服務生 x
也 d
很 d
差 a"
231,,環境	交通,"地段 n
不錯 x
, x
房間 x
雖 c
小 a
但 c
乾淨 x
, x
適合 x
商務活動 x
. x"
233,服務,,"很小 a
的 uj
一個 x
酒店 n
， x
在 p
小區 x
裡 zg
， x
去 v
馬路 x
大約 x
要 v
走 v
2 m
- x
3 x
分鐘 x
， x
酒店 n
淋浴 n
水 n
比較 x
小 a
， x
特別 x
不 d
滿意 x
的 uj
是 v
竟然 d
不能 v
延遲 x
至 p
2 m
點 m
退房 v
， x
只能 v
到 v
12 m
點 m
半 m
， x
否則 x
要 v
加收 v
半天 m
房費 x
， x
在外 v
吃飯 x
或 c
中午 t
要 v
小 a
休 v
一會 x
的 uj
朋友 n
要 v
注意 v
了 ul
。 x
現在 x
的 uj
酒店 n
不 d
延遲 x
退房 v
的 uj
還 d
沒 v
遇到 v
， x
這 r
是 v
我 r
遇到 v
的 uj
第一家 m
。 x"
234,環境	服務,,"真的 d
很 d
差 a
， x
就 d
這個 x
價格 x
來說 x
完全 ad
可以 c
在 p
桂林 nr
住 v
到 v
更好 d
的 uj
酒店 n
， x
前台 n
服務員 x
態度 x
一般 a
， x
入住 v
之後 x
， x
空調 x
有 v
問題 x
， x
房間 x
衛生間 x
沒有 x
完全 ad
隔開 x
， x
不 d
方便 a
！ x
反正 d
很 d
不 d
滿意 x
， x
建議 x
不要 df
入住 v"
236,環境	價格,,"這個 x
價格 x
來說 x
酒店 n
糟透了 n
. x
大堂 n
很 d
差 a
很髒 x
, x
我 r
訂 v
的 uj
是 v
商務 x
套房 n
, x
客廳 x
裡 zg
居然 d
窗戶 x
都 d
沒有 x
, x
燈光 x
昏暗 a
. x
所有 b
的 uj
洗淑 a
用品 n
包括 v
毛巾 nr
質量 x
都 d
很 d
差 a
. m
房間 x
有 v
一股 m
味道 n
. m
用 p
我 r
的 uj
筆記本 x
上網 x
時好時壞 x
, x
到 v
後來 x
索性 n
就 d
連不上 x
了 ul
, x
我 r
只好 d
用 p
自己 r
的 uj
無線 x
都 d
比 p
它 r
的 uj
強 a
. m
反正 d
以後 x
不會 x
再 d
考慮 x
這家 x
了 ul"
238,環境	服務,,"實話 x
說 zg
， x
此 zg
酒店 n
有愧 a
其 r
大堂 n
掛 v
的 uj
四星 nz
的 uj
牌子 n
。 x
房間 x
除了 p
面積 x
尚可 d
外 f
裝修 x
和 c
內置 x
相當 x
一般 a
， x
恐怕 d
還 d
達 v
不到 v
三星 nz
標準 x
。 x
只有 c
一些 m
房間 x
有 v
網絡 x
， x
雖然 x
很 zg
先進 x
的 uj
用 n
wifi eng
， x
但是 c
信號 x
非常 d
弱 a
。 x
洗澡 v
的 uj
時候 x
發現 x
沒有 x
沐浴液 nz
， x
服務員 x
的 uj
工作 vn
態度 x
十分 m
馬虎 x
。 x"
240,價格,,"酒店 n
服務 x
還 x
可以 c
， x
就是 d
設施 x
有點 x
舊 a
了 ul
， x
抽水馬桶 x
壞 a
了 ul
（ x
應該 x
是 v
自動 x
上 f
水 n
裝置 x
出現 x
問題 x
） x
， x
每次 r
衝過 p
水 n
後 nr
， x
水 n
還是 x
不斷 x
的 uj
流 n
， x
為了 p
節約用水 x
（ x
水 n
很 d
寶貴 x
， x
不能 v
浪費 x
） x
， x
我 r
就 d
把 p
馬桶 x
後面 x
的 uj
水閥 x
關掉 x
。 x
本來 x
準備 x
住 v
兩天 x
， x
可是 c
看 v
酒店 n
的 uj
設施 x
太差 n
， x
住 v
了 ul
一天 m
就 d
去 v
義烏 x
了 ul
， x
在 p
義烏 x
住 v
兩天 x
。 x
這家 x
酒店 n
價位 x
比 p
義烏 x
的 uj
假日 t
之 u
星 n
連鎖 x
酒店 n
貴 x
， x
但是 c
設施 x
還 x
沒有 x
假日 t
之 u
星 n
的 uj
設施 x
好 a
。 x"
241,餐廳,環境	服務,"距 n
拱北 ns
關口 x
近 a
， x
標準間 x
太小 n
， x
豪華 x
大床 n
不錯 x
， x
服務 x
好 a
早餐 n
不好 d
太 d
草率 n
了 ul
其他 r
還 x
不錯 x"
243,,餐廳,"在 p
保定 v
, x
應該 x
說 v
是 v
最好 a
的 uj
酒店 n
了 ul
, x
那裡 r
的 uj
餐廳 x
給 zg
酒店 n
加 v
分 v
不少 d
. x"
244,餐廳	交通,,"酒店 n
比較 x
偏 a
了 ul
， x
雖然 x
是 v
在 p
東方 x
路上 s
， x
周圍 x
也 d
沒什麼 x
餐館 x
可以 c
吃飯 x
的 uj"
245,環境,,"房間 x
設施 x
相當 x
差 a
， x
馬桶 x
圈 q
居然 d
小 a
了 ul
一大 a
圈 q
， x
浴缸 n
的 uj
水 n
直接 ad
排 v
到 v
衛生間 x
的 uj
下水道 n
， x
洗 v
個 q
澡 ng
弄 v
的 uj
衛生間 x
裡 f
全是 n
水 n
， x
門卡 nr
居然 d
也 d
沒有 x
， x
說 v
是 v
給 p
交警大隊 x
隊長 x
了 ul
， x
進出 x
得 ud
要 v
服務員 x
開門 x
。 x
對面 x
就是 d
火車站 x
， x
以後 x
絕對 x
不能 v
找 v
火車站 x
附近 f
的 uj
酒店 n
， x
太坑 n
了 ul
！ x"
248,環境,餐廳	服務	交通,"酒店 n
員工 x
服務 x
不錯 x
， x
地理位置 n
優越 x
， x
早餐 n
也 d
很 d
好 a
。 x
但是 c
酒店 n
房間 x
內部 x
設施 x
較 d
為 p
陳舊 x
， x
房屋 n
面積 x
也 d
較 d
小 a
， x
與 zg
新建 ns
經濟性 x
酒店 n
相比 v
優勢 x
不大 a
， x
未 d
體現 x
出 v
四星級 x
的 uj
水準 x
。 x
目前 t
周邊地區 x
正在 t
進行 x
拆遷 x
建設 x
， x
樓下 x
晚上 t
就 d
有 v
施工 vn
情況 x
， x
好 a
在 p
我 r
在 p
屋內 x
未 d
聽到 x
施工 vn
聲音 x
。 x
總體 x
上 f
講 v
， x
性價比 x
一般 a
。 x"
249,價格,環境,"幫 x
一位 m
老外 n
客戶 x
訂 v
的 uj
， x
環境 x
不錯 x
， x
值得 v
推薦 x
， x
住 v
的 uj
是 v
豪華 x
房 n
， x
只是 c
價格 x
太 d
高 a
， x
希望 v
攜程 x
能 v
與 p
酒店 n
再 d
談下 v
價 n
， x
更 d
再 d
便宜 a
就 d
好 a
了 ul
， x
客戶 x
說 zg
下次 t
還 x
會來 x
住 v
！ x"
250,,環境	服務	價格	交通,"房間 x
很 d
好 a
， x
位置 v
離 zg
地鐵站 x
很 d
近 a
。 x
服務 x
也 d
很 d
好 a
。 x
價錢 x
公道 n
。 x
大廳 x
經理 x
， x
副理 n
都 d
很 d
好 a
。 x"
251,環境	交通,,"彭 nr
年 m
酒店 n
太 d
處於 x
鬧市 x
停車 x
不 d
方便 a
， x
房間 x
有 v
異味 x
， x
尤其 d
脫離 x
希爾頓 x
後 nr
感覺 x
差 a
很多 m
。 x"
254,,環境	服務,"很 zg
不錯 x
， x
服務 x
和 c
房間 x
設施 x
等 u
都 d
很 d
好 a
。 x
我 r
是 v
端午節 x
和 c
女朋友 n
一起 m
去 v
的 uj
， x
女朋友 n
手機 x
沒電 x
可問 v
總台 n
借 v
萬能 x
充電器 x
， x
很快 d
就 d
送來 x
了 ul
。 x
那 r
的 uj
飯菜 x
也 d
很 d
不錯 x
， x
好吃 v
， x
呵呵 v
。 x
總的來說 x
很 d
好 a"
